	Sample	Feature	ExpressionGene
0	BA2409	negative	6.75831323775631
1	BA2496	negative	7.0949820634578
2	BA3037	positive	7.64377441186557
3	BA2865	positive	8.40664550150058
4	BA2751	negative	9.45155824142257
5	BA2286	negative	7.82833379039141
6	BA2488	negative	8.48407580140491
7	BA3379	negative	7.11145591609312
8	BA2887	negative	7.53303259081949
9	BA2712	negative	7.50436087643108
10	BA2068	positive	8.0179995830141
11	BA2104	positive	7.2245944685398
12	BA3124	negative	7.10925539195399
13	BA2449	negative	7.18474506245045
14	BA2235	positive	7.56436701911919
15	BA3038	negative	7.39635430321553
16	BA3006	positive	8.75098362594822
17	BA2667	negative	7.40804987020109
18	BA2239	positive	7.09710413510838
19	BA2782	positive	6.67339810625054
20	BA2649	negative	8.91751782379931
21	BA2861	negative	6.18992574647122
22	BA2134	negative	7.06371663624663
23	BA2909	negative	6.91854859965898
24	BA2653	negative	7.68013043810275
25	BA2947	negative	7.78123623973778
26	BA2162	negative	6.37358566074055
27	BA2564	negative	7.79663560293131
28	BA2597	negative	7.63393532286626
29	BA3243	negative	7.40609048790591
30	BA2446	negative	6.23342882640082
31	BA2525	positive	5.30060514576655
32	BA2876	negative	6.16229657509821
33	BA2357	negative	7.01847365520979
34	BA2546	negative	6.36695225743452
35	BA2742	negative	7.41889646736553
36	BA2316	negative	7.48163507084779
37	BA2087	negative	6.85707363149716
38	BA2148	negative	7.50861653894833
39	BA3178	negative	6.42280633283907
40	BA2072	negative	8.00619097456886
41	BA2733	negative	7.3212161814573
42	BA2995	negative	9.09230819306279
43	BA2069	positive	6.86281064555051
44	BA2681	negative	6.81883552060849
45	BA2832	negative	7.55189787670547
46	BA2600	negative	7.53197491812839
47	BA3230	negative	7.56567805381962
48	BA2731	negative	6.17379906817959
49	BA2294	negative	7.62205873798526
50	BA2816	negative	7.64636707538027
51	BA2814	negative	6.62033484572762
52	BA2631	positive	7.78123623973778
53	BA2023	negative	7.36910502551481
54	BA2375	negative	7.95452812467512
55	BA2485	positive	9.12011695971816
56	BA2455	positive	6.33092888167036
57	BA2636	negative	7.60876718089275
58	BA2325	positive	6.69807753006718
59	BA2156	negative	6.54978276410253
60	BA2511	negative	6.52072194410879
61	BA2505	negative	6.93954050250455
62	BA2871	negative	6.24864350807345
63	BA2227	negative	8.08518191159815
64	BA2812	negative	6.79581543973709
65	BA2125	negative	7.67493502317828
66	BA2603	positive	7.52776715607633
67	BA2808	negative	7.8894951557827
68	BA2482	negative	8.42559982560594
69	BA2594	negative	6.62843695703125
70	BA2747	negative	8.62242404966029
71	BA2561	negative	8.58191208164573
72	BA2567	negative	5.31326361994662
73	BA2906	negative	6.70639038824238
74	BA2956	negative	7.57003408038875
75	BA2474	positive	7.94466831928416
76	BA2737	negative	7.52879493976561
77	BA2110	positive	6.84719227215285
78	BA2992	negative	8.06884590575294
79	BA2220	negative	7.60876718089275
80	BA2063	negative	5.38841032189554
81	BA2772	positive	8.03550248502968
82	BA2935	negative	7.26238233832031
83	BA2260	negative	7.81686981561798
84	BA2948	negative	6.31251579014812
85	BA3296	negative	6.1842076331656
86	BA2524	negative	7.6685963483501
87	BA2811	negative	9.0307417478067
88	BA2540	negative	6.20872841683922
89	BA2928	negative	6.74268846032395
90	BA2302	negative	7.28800386009291
91	BA2651	negative	7.59930957213068
92	BA2619	negative	7.5098325342709
93	BA3013	negative	7.94466831928416
94	BA2405	negative	7.79800939146032
95	BA2856	positive	6.69192414230504
96	BA2377	positive	7.60044547310861
97	BA2499	negative	7.80094268898657
98	BA3023	positive	8.07789379739417
99	BA2095	negative	8.85577669200061
100	BA2275	negative	7.80817251236376
101	BA2901	positive	7.34547705030654
102	BA2387	negative	8.43037965011906
103	BA2962	negative	8.00271116464237
104	BA2195	negative	7.53093612416627
105	BA2688	negative	6.27332825884915
106	BA2420	negative	8.79635277497105
107	BA2053	negative	8.23886821722062
108	BA2081	negative	8.83048212173684
109	BA2354	negative	6.98553956904008
110	BA3273	negative	4.90986474335253
111	BA2893	positive	8.69824500910271
112	BA2044	negative	8.37180321609369
113	BA2489	negative	7.10534081557561
114	BA2908	negative	7.69790613813162
115	BA2054	positive	7.42090370210596
116	BA2872	negative	6.4108151402329
117	BA2041	negative	7.68775219309565
118	BA2464	negative	8.04060780611373
119	BA2902	positive	8.36494157515656
120	BA2541	negative	6.79640967556144
121	BA2843	negative	1.29229534870093
122	BA2497	negative	7.35957852119331
123	BA2718	negative	6.84657434431718
124	BA2575	negative	7.07486831392374
125	BA2593	negative	8.74389874448259
126	BA2791	negative	8.54249270039127
127	BA2620	negative	7.11216085325929
128	BA2629	negative	8.3156761580726
129	BA2870	positive	8.28526081080175
130	BA2682	negative	7.75780436658957
131	BA2276	negative	7.56321071069528
132	BA2709	negative	7.54085820588458
133	BA2789	positive	8.67821802831458
134	BA2538	negative	7.89563066633541
135	BA2583	negative	8.80867768640892
136	BA2806	positive	8.94761722776196
137	BA2441	negative	6.73745939965324
138	BA2514	negative	7.03986452617139
139	BA2520	negative	8.3311533449718
140	BA2479	positive	5.70908891657494
141	BA2281	negative	8.68391306436784
142	BA2932	negative	8.3156761580726
143	BA2123	positive	8.0760787079227
144	BA2844	negative	6.30418081628279
145	BA2660	negative	7.95104961478815
146	BA2836	positive	7.61949698331246
147	BA2714	positive	7.93658206656699
148	BA2440	negative	7.04775148018528
149	BA2036	positive	9.25517667754352
150	BA2828	negative	7.22543117773692
151	BA2952	negative	7.40406179513594
152	BA2410	positive	8.52190108216259
153	BA2139	positive	6.4489544024993
154	BA2051	negative	7.1956195388029
155	BA2532	negative	7.01060112681321
156	BA2494	negative	7.25790347094091
157	BA2748	negative	6.5808607051832
158	BA2622	negative	8.03722226484621
159	BA2970	positive	6.1821095995856
160	BA2839	negative	8.91090509269608
161	BA2868	negative	6.46333894051768
162	BA3011	negative	7.42313394469991
163	BA2052	negative	7.98386019261508
164	BA2510	negative	4.1972207613263
165	BA2691	negative	7.49358396361658
166	BA2374	negative	7.02480711295981
167	BA2804	negative	6.75251712721233
168	BA2675	negative	8.07426638068647
169	BA2031	negative	7.6112304020112
170	BA2198	negative	8.99211218550823
171	BA2066	negative	7.23036606098158
172	BA2344	negative	7.53734841909383
173	BA2459	negative	8.28924318234402
174	BA2229	negative	7.33073792117204
