	Sample	Feature	ExpressionGene
0	BA2409	negative	6.5150208040986
1	BA2496	negative	6.50248754607679
2	BA3037	positive	6.78374639595141
3	BA2865	positive	5.56931523967556
4	BA2751	negative	5.87851415939896
5	BA2286	negative	5.55999957718043
6	BA2488	negative	6.16391479568772
7	BA3379	negative	5.53058601108242
8	BA2887	negative	5.50426621763009
9	BA2712	negative	5.5985184260425
10	BA2068	positive	6.63707820351379
11	BA2104	positive	6.74390931891346
12	BA3124	negative	5.17381001168529
13	BA2449	negative	6.24819820835326
14	BA2235	positive	6.01332316435917
15	BA3038	negative	6.51917819512762
16	BA3006	positive	5.63093531655524
17	BA2667	negative	5.75178499179692
18	BA2239	positive	6.60579006500373
19	BA2782	positive	6.70531293865616
20	BA2649	negative	5.21851473599856
21	BA2861	negative	5.81648610262315
22	BA2134	negative	6.26474966230624
23	BA2909	negative	6.38837422038712
24	BA2653	negative	5.52318463233397
25	BA2947	negative	5.52649386671832
26	BA2162	negative	5.88920214405522
27	BA2564	negative	6.4796588578531
28	BA2597	negative	6.22761949631351
29	BA3243	negative	6.46528423305325
30	BA2446	negative	6.0034734513655
31	BA2525	positive	5.25385282871793
32	BA2876	negative	6.12637853560869
33	BA2357	negative	5.61405116349114
34	BA2546	negative	5.42125052108752
35	BA2742	negative	6.52477924694933
36	BA2316	negative	6.34548467937847
37	BA2087	negative	5.61137441450638
38	BA2148	negative	6.05871195652162
39	BA3178	negative	5.02056262861089
40	BA2072	negative	6.28373604828764
41	BA2733	negative	5.95316910567884
42	BA2995	negative	5.88606180557595
43	BA2069	positive	6.01046707595227
44	BA2681	negative	5.94059984274879
45	BA2832	negative	5.75263805334011
46	BA2600	negative	6.20186257831003
47	BA3230	negative	5.89320305044255
48	BA2731	negative	6.92559422045597
49	BA2294	negative	5.87540174868111
50	BA2816	negative	5.97201044807817
51	BA2814	negative	5.98386136715206
52	BA2631	positive	5.99890598903284
53	BA2023	negative	5.88606180557595
54	BA2375	negative	4.9161710012101
55	BA2485	positive	6.26033254809805
56	BA2455	positive	6.30695343234241
57	BA2636	negative	6.22545256194412
58	BA2325	positive	6.55550004595218
59	BA2156	negative	5.08758890657065
60	BA2511	negative	5.74510782456024
61	BA2505	negative	6.06843510757967
62	BA2871	negative	5.69181620547997
63	BA2227	negative	5.97812067314416
64	BA2812	negative	6.5384133804095
65	BA2125	negative	5.55170379118917
66	BA2603	positive	6.12904074966952
67	BA2808	negative	5.32920195672699
68	BA2482	negative	6.08749744481029
69	BA2594	negative	5.9773343667847
70	BA2747	negative	5.58529928737232
71	BA2561	negative	6.20050527440426
72	BA2567	negative	6.19646958807837
73	BA2906	negative	5.5268548517384
74	BA2956	negative	5.83522810280634
75	BA2474	positive	5.70530146482159
76	BA2737	negative	5.37084951659886
77	BA2110	positive	7.00490622738367
78	BA2992	negative	6.26474966230624
79	BA2220	negative	5.27393628173687
80	BA2063	negative	5.06527754778608
81	BA2772	positive	6.64684027167279
82	BA2935	negative	6.46777351288485
83	BA2260	negative	6.27826772534182
84	BA2948	negative	5.96141985766576
85	BA3296	negative	6.55077235024982
86	BA2524	negative	6.31991412295615
87	BA2811	negative	4.87868918551591
88	BA2540	negative	6.6268478891503
89	BA2928	negative	5.17276723762689
90	BA2302	negative	5.50645735096181
91	BA2651	negative	6.06801263248952
92	BA2619	negative	4.95436820669726
93	BA3013	negative	5.89840678151491
94	BA2405	negative	5.04210102667198
95	BA2856	positive	6.29315264064962
96	BA2377	positive	6.29225118298982
97	BA2499	negative	5.45089515331898
98	BA3023	positive	6.389795387917
99	BA2095	negative	5.32375937310038
100	BA2275	negative	5.45784014927661
101	BA2901	positive	6.24864350807345
102	BA2387	negative	5.41609656191544
103	BA2962	negative	5.50092424285105
104	BA2195	negative	6.25534556152395
